file_name,file_path,bpm,key,genres,genre_confidence_scores,sentiment,subject_matter,transcribed_text
A Letter to Santa 2.mp3,c:\Python39\audiodetect\vocals\Vocals\A Letter to Santa 2.mp3,161.4990234375,F# major,"['guitar', 'vocal', 'female', 'singing', 'woman']","[0.4359954, 0.20356818, 0.1809089, 0.14887305, 0.14012468]","{'neg': 0.036, 'neu': 0.929, 'pos': 0.035, 'compound': 0.2023}",['love'],instead i said this man i love this islam new one oh this was the man has painted this eyes or is it o. then ma'am no they were in the land then lava name views and sometimes you have to learn and you use them for his le firmness liam neeson olivia said did it living so here i'll do mine eyes saying ma'am no tongue an the thinness i'm not i'm my own the vista and at a time to me this time in the land that you read a man i use a nanny when you are high live live live in this man while the way it's a new line uses lulu on this day is madman nearby
A Letter to Santa.mp3,c:\Python39\audiodetect\vocals\Vocals\A Letter to Santa.mp3,184.5703125,G# major,"['guitar', 'slow', 'vocal', 'male vocal', 'singing']","[0.6750279, 0.2030311, 0.16990627, 0.12205372, 0.12149096]","{'neg': 0.036, 'neu': 0.905, 'pos': 0.059, 'compound': 0.5574}",['heart-ache'],last i have been then the asean of atlantis that is then and lamesa hand to this day have this man of god then a playing for at least they need sunday night sunday and hymns and lantern for a phantom that shadow them in to pass the hat villages can n. j. in the senate this jaffrey uses fund sad to hear them saying that then jay and the table in a new lowland to baghdad and aim at the heat is in the long term and moving need bamboo cane and look move on and did then them and moving that hang he will leave this men getting to that shane need to name in the grounds that you're the man to lead a fad is lahaye and lend you a man can magical slaying and you be waiting fly and the two and saying this day the
A Lighted Angel.mp3,c:\Python39\audiodetect\vocals\Vocals\A Lighted Angel.mp3,129.19921875,B major,"['female', 'woman', 'female vocal', 'vocal', 'female voice']","[0.40347442, 0.32635814, 0.24998866, 0.2444489, 0.17852531]","{'neg': 0.117, 'neu': 0.828, 'pos': 0.055, 'compound': -0.7184}",[],that that fuck the louisiana's you i am law been navy haynes hemlines gained as if only whom merman whirlwind lesions and moved him many instances i'm name means in this exam room women luna as the le an mahmoud womb man is needed some mad at you and him and he this although i'm malone will live and land land in only thing new update gained hacienda hey let's say lopez alone a day and say i am the man head a two when julie humans many lonely
A Moment of Magic.mp3,c:\Python39\audiodetect\vocals\Vocals\A Moment of Magic.mp3,117.45383522727273,E major,"['guitar', 'vocal', 'male vocal', 'male', 'man']","[0.35882792, 0.2882182, 0.27147216, 0.2646513, 0.23411319]","{'neg': 0.062, 'neu': 0.733, 'pos': 0.205, 'compound': 0.9539}","['love', 'work']",and you love body then won't win love music though the mob of lonely on non goblin why then use that and a in a long with a boy who'll in nine then rose isn't ewan no olmo us smile lives down the main good job of law and unknown as you live in loans by the midst of eyes ha-ha a five dollar of brian on holiday alone then all the usual an time madam mao and move on please and i am man in comrade homeland mom man in movie whoa whoa o. huang has moya long love lives in bows flannel dog
A Moment of Magic.wav,c:\Python39\audiodetect\vocals\Vocals\A Moment of Magic.wav,117.45383522727273,E major,"['guitar', 'vocal', 'male vocal', 'male', 'man']","[0.35923284, 0.28816935, 0.27151775, 0.26455724, 0.23412195]","{'neg': 0.098, 'neu': 0.713, 'pos': 0.189, 'compound': 0.919}","['love', 'work']",and you love body then won't win love music though the mob of lonely on no i'm bob why then use that and a long with a boy who'll in nine then rose isn't ewan no olmo us smile lives down the main good job of law and in as you live in loans by the midst of ha-ha a five dollar of brian on holiday alone then wall and you'll learn time madam mao and move on please and i am man in on laham landmine man in movie whoa whoa o. huang has moya long love lives in bows flannel dog
A Night in the Snow.wav,c:\Python39\audiodetect\vocals\Vocals\A Night in the Snow.wav,172.265625,G# major,"['male vocal', 'male', 'guitar', 'vocal', 'man']","[0.22527967, 0.224367, 0.21160458, 0.20545724, 0.19650996]","{'neg': 0.156, 'neu': 0.82, 'pos': 0.025, 'compound': -0.91}",[],with snow falls on it as a waltz and and what i'm one outtake world the mouth late world and smooth to the music you mood at loans limo moment an weren't used laser root and wo wo road outside j. has made bad seed you seeing and with the news the long low moon rose more you use it in and mole low low low low low new moon was an waltzes through the long haul and the usual hooked moved off them and then the musings is so man thing that's so we're in law lo wu for the time was a good and loses them
A Night of Wonder.mp3,c:\Python39\audiodetect\vocals\Vocals\A Night of Wonder.mp3,92.28515625,G# major,"['male vocal', 'male', 'man', 'guitar', 'vocal']","[0.31459498, 0.30309248, 0.26396027, 0.2569573, 0.19672653]","{'neg': 0.092, 'neu': 0.82, 'pos': 0.088, 'compound': -0.2209}",['love'],if the night before christmas and all through the house none of the year was there in not be the low end of that beings were flooded jimmy was a piano that they need booth who would be that it knows one man's involvement in that they love didn't live to the lone man in the van and mama in your head to them that in mind that head yes so that go along with it that way and gone along there are rules that the latter i've read them to see what was the matter away when no move by the planet whoa them with the men who does that if unknown red bow the new fallen snow gave a lot of the midday to fit him no way and was fun now were there in the of the asian woman lives is they invade die and then the rains year with a little who rather so madly in the wake new piano moment didn't those who say they will wrap and then he moved his code says they gain any way of those and he added an saw them by saying fuck
A Romantic Embrace.wav,c:\Python39\audiodetect\vocals\Vocals\A Romantic Embrace.wav,103.359375,C major,"['guitar', 'male vocal', 'male', 'man', 'vocal']","[0.3008848, 0.28794947, 0.28195396, 0.26694554, 0.22418427]","{'neg': 0.099, 'neu': 0.757, 'pos': 0.144, 'compound': 0.8481}",['love'],what's the bells ring barrios and noon them my mom knows the while whereas when what von bloom and no way as to where the good news is that you were these things though love song as we go on to win through and what slave of a what a lonely and you saw a lawyer who to two one long gene noon when so lonely and let island what's wrong you they are human and in wales saying no matter what many of what the u. known new live by c. b. has been because when he didn't believe in the night and now somewhat too soon will comply use of finds an assumed won't be ahead of sunday's hand in the t. v. one movie was planted the bomb be mad though man bad then what
A Serenade by Candlelight.mp3,c:\Python39\audiodetect\vocals\Vocals\A Serenade by Candlelight.mp3,103.359375,C major,"['male vocal', 'guitar', 'vocal', 'male', 'man']","[0.2914488, 0.28665355, 0.28274724, 0.26598975, 0.23345716]","{'neg': 0.097, 'neu': 0.755, 'pos': 0.148, 'compound': 0.8674}",[],but what's the most guys and men news news on the outside saying to use milan that movie the beauty that and ames's like i'm ending and then says ray in new york a time moon an unknown in sizes and moon has changed and the bomb won't want to go to none than arms lives alone on who have read the mind nylon lying alone in worrying must do you know nino news you for a day and so while this is to use one so why have led the loud and yet the on the moon lives and that lay in a move to rule and would an
A Winter's Embrace.wav,c:\Python39\audiodetect\vocals\Vocals\A Winter's Embrace.wav,129.19921875,A# major,"['female', 'woman', 'vocal', 'female vocal', 'guitar']","[0.43995157, 0.35084936, 0.28869176, 0.25382757, 0.24765968]","{'neg': 0.097, 'neu': 0.813, 'pos': 0.09, 'compound': -0.34}",['love'],you and let them know one night needs this unknown live as soon as she in hands that eileen areas in unison of that lindsay in the van is they'll lead man standing eyes and when there's a man it and in new mad and that's the i love that learns the whole rad wu was moved from the man who lost the road while the noon this well-known one lad comrades playing well last time and as bad chancery here am i he is in need loan land land homeland and then nunes moment iona ma'am ah that is if measure the bad guy that now where this nanny in wyatt's aunt maria must land at hand hand grenades and ah ah and the vance mime man bamboo soul months moulin and clown mean of the business seen land lab latins if only then do you think means is that does dance to the madman was a gentle man who was in land and harmed as mad men were being and whew
A Winter's Serenade.mp3,c:\Python39\audiodetect\vocals\Vocals\A Winter's Serenade.mp3,129.19921875,G# major,"['male', 'male vocal', 'man', 'vocal', 'guitar']","[0.3624459, 0.3391428, 0.26330644, 0.25416481, 0.22711663]","{'neg': 0.068, 'neu': 0.849, 'pos': 0.083, 'compound': 0.4019}",[],new york city where dreams they say she's in the grandson is judy than giant sadness over a t. the ahmad alone through rod wang have reason was an idea of wallace's paula awry on why and as we gather enhance their lenders doggone it why i knew yards say the bases now julian nava that wound that music to the hand we use jaw and hand she's has to use a gray says season and home loans we moody the new yahoo studying this homeland on removes do they in a way to know these gene nan nan riyadh and we say
Beacon of Holiday Hope.mp3,c:\Python39\audiodetect\vocals\Vocals\Beacon of Holiday Hope.mp3,151.99908088235293,A major,"['guitar', 'male vocal', 'male', 'man', 'vocal']","[0.35880077, 0.35336816, 0.32301676, 0.29858863, 0.27406633]","{'neg': 0.099, 'neu': 0.754, 'pos': 0.147, 'compound': 0.8765}",['love'],when will be the home long as things up but ms lewis please then this song no these land is lethal say that again is to lose this time and assume that leo what will that get a good roads via the langlois and and then saying must ask you as soon the head and man the rockefeller center christmas gene them aside to leave home and you i'm lying the nineteen of holidays the wo long on christmas trees so many that view of the shy and so ryan and you close them love them love and knob this phone line nanny bayonne i diagnose all knew the timing the food ah odds with two oh a hit and then is on the the
Beacon of the Season.mp3,c:\Python39\audiodetect\vocals\Vocals\Beacon of the Season.mp3,123.046875,E major,"['guitar', 'male', 'male vocal', 'man', 'vocal']","[0.47040746, 0.38801795, 0.37070084, 0.3202042, 0.2782863]","{'neg': 0.121, 'neu': 0.73, 'pos': 0.149, 'compound': 0.6705}",['love'],it was sales the most that started the long haul in then this is a law and ruse was islam small wound beaumont and vista is going on ryan guns though with this is the muolo loans to go the wrong number with one there in the in as the rules lulu fuses i's a lot of rosanna as a very qualified to be a poll are a mayan the loan madison about the holiday islam will lose all this was freeze on file and on today's times all wrong boss sam lovell i'm bob on this on the wall there's love is love mad dog today finds no wrong love him up all that mob on the law of the men go thy god knows all too long lenses that love was with no goddesses ball man
Beneath the Holiday Lights.wav,c:\Python39\audiodetect\vocals\Vocals\Beneath the Holiday Lights.wav,161.4990234375,G major,"['female', 'vocal', 'woman', 'singing', 'vocals']","[0.35611513, 0.28086364, 0.25827578, 0.19263339, 0.16931687]","{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.7906}",[],what and they that last laugh about a mile and a habit of that man look mrs jury's minds of men knew and then lampoon nance is a man when you move land lumen what a movie of lulu in law so long ride minutes now before the things they going to be a general's main blue berets we need one of the wounds you did june in this moment mandate will land in that day in the world and laying hens maintenance mood that day is hannah and live this is the last day is the way up and that the notebook and i don't know that i do da in mind that that is this jury it would in an unending disease and nice solid jeans done amy's on anna's the hands and saying and so may and a time the lead today is the last of the highest so high that
Beyond Time's Embrace.wav,c:\Python39\audiodetect\vocals\Vocals\Beyond Time's Embrace.wav,129.19921875,C major,"['female', 'woman', 'opera', 'vocal', 'female vocal']","[0.45523646, 0.34840256, 0.22944868, 0.2030061, 0.20127833]","{'neg': 0.098, 'neu': 0.763, 'pos': 0.139, 'compound': 0.7988}",['love'],fool would then stolen and might be the rule now defining mom mom mentions the huge news and molding and that lions don't need booze boob amendment is mine high oh that's it is good high and the house that i love and hide hide and if eliza hung surely it so high and then i had a moonlit nights were higher than i saw an alien mine while ago and leo's the hummel the i'm thong i hang in the mojave know i'm moving house and hide and hang he did on boa am ahead and sign this oh i'm not no u. had how to use methods to believe it in time with a long i'm not wrong moment amnesty made the bomb minds a bunch lying on the need to you
Blooms of Hope.wav,c:\Python39\audiodetect\vocals\Vocals\Blooms of Hope.wav,112.34714673913044,A major,"['female', 'guitar', 'vocal', 'woman', 'female vocal']","[0.28554973, 0.25748858, 0.24145235, 0.23262705, 0.18340404]","{'neg': 0.031, 'neu': 0.886, 'pos': 0.082, 'compound': 0.6345}",[],are you are the christmas moonstone know who wins this moon the sun moon moon and continues to go in it's fair goes on only not a testimony on the moon in the day the phone home in the room may june low moonlight are nice and smooth song communists who can known better known as thin and vanishes on it hand why do i have to do was a reminder of them in an owl home road but crispness clothes in the flames so time when he came out to him in time and you see oh oh asshole and he then chesnutt tsunami it as a recent man says i'm not what god and he if
Bright Horizon Swing.wav,c:\Python39\audiodetect\vocals\Vocals\Bright Horizon Swing.wav,129.19921875,F major,"['guitar', 'country', 'vocal', 'male vocal', 'male']","[0.25511715, 0.18557985, 0.17697462, 0.16426206, 0.16065131]","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],
"Build, Remember, Find Your Way Home ext v2.2.wav","c:\Python39\audiodetect\vocals\Vocals\Build, Remember, Find Your Way Home ext v2.2.wav",143.5546875,G major,"['guitar', 'vocal', 'singing', 'male vocal', 'vocals']","[0.2669421, 0.21513203, 0.1551065, 0.1534719, 0.14125556]","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],
Celestial Lights.wav,c:\Python39\audiodetect\vocals\Vocals\Celestial Lights.wav,129.19921875,G major,"['techno', 'female', 'woman', 'electronic', 'fast']","[0.36954406, 0.28083524, 0.23215245, 0.22174177, 0.2201187]","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",[],
Celestial Reverie.wav,c:\Python39\audiodetect\vocals\Vocals\Celestial Reverie.wav,129.19921875,A major,"['guitar', 'slow', 'loud', 'piano', 'synth']","[0.20590256, 0.14697468, 0.14171477, 0.13474965, 0.1313909]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",[],all you let all things all hang all hang seng seng fung fung on thin nuns and whip out what act
Charming Disguise.mp3,c:\Python39\audiodetect\vocals\Vocals\Charming Disguise.mp3,135.99917763157896,G# major,"['guitar', 'male vocal', 'male', 'man', 'vocal']","[0.25021756, 0.2467263, 0.23519862, 0.19833805, 0.17207949]","{'neg': 0.153, 'neu': 0.746, 'pos': 0.1, 'compound': -0.8546}",['work'],that die in through the rockabilly rude boy's enters with the confidence slightly cheesy nowhere near where the u. a. to actually he loaded it may amuse unknown although you have the life and my men to move out huh out i'm hoping to them up voodoo those barrett of the u. n. newsroom own mind then they amuse you were in this so this murder so it upjohn parent who you mom no ah up to lamp a dickhead they what will live to see the womb review home was the no visa donald employed by john there's the whole of the lives of the day of view those got her job when you smile
Christmas Under the Stars.wav,c:\Python39\audiodetect\vocals\Vocals\Christmas Under the Stars.wav,123.046875,C major,"['female', 'woman', 'female vocal', 'vocal', 'female voice']","[0.48988736, 0.39807466, 0.30122843, 0.26456276, 0.21847783]","{'neg': 0.071, 'neu': 0.882, 'pos': 0.047, 'compound': -0.5423}",['love'],when that witness mr use on late night so why then the land and and she in thin man and you know manson's not do lid nuns unknown was about them made is being wrong is that while only as whelan plans being the end is it snohomish man stand that he hit his thin this moment mansion and whale time now ms so if they need some way in chancery swaying to the man on the poor is this jury you i love is completed by fbi hat dvorak mainland united need i didn't look as soon as the one who whew land and magic high seas in the side means mom chimney says as dan news and zaman salmon many many when i'm dead who is this you in la la home he named zulu men
Cosmic Longing.wav,c:\Python39\audiodetect\vocals\Vocals\Cosmic Longing.wav,151.99908088235293,A major,"['guitar', 'vocal', 'male vocal', 'male', 'slow']","[0.4618041, 0.24552727, 0.23733248, 0.23066297, 0.22173586]","{'neg': 0.103, 'neu': 0.84, 'pos': 0.057, 'compound': -0.7524}",['love'],and home million lorenzo lujan from loans aho again i gaze of paul who saw us with asylum tune in the fact is in bloom of fading memory loss to move us to all this cosmic t. has seen the constellation and the moon soft hong finance is and galaxy of celeste to each of the beauty of the cause canon phil no food in buffalo violence the hon life maya angelou five trillion won't laugh and a man from their remembering of whisper the skaters and then from there an ashtray and may i am alone adrift in may on the national film in silence for all style heart felt wrong and and in the top and off lifted off isaiah a milan the rich and that tone for the new so i called on the phone in a memory is our home behind us and in an to follow
Echoes of a Lost Love.wav,c:\Python39\audiodetect\vocals\Vocals\Echoes of a Lost Love.wav,161.4990234375,C major,"['male vocal', 'guitar', 'male', 'man', 'vocal']","[0.28168562, 0.27806416, 0.26213285, 0.2391767, 0.2045412]","{'neg': 0.06, 'neu': 0.917, 'pos': 0.024, 'compound': -0.5267}",[],if it's smooth smooth good-bye wound long witnessing is the wrong moon comes all i've seen rising fall and rise in it's good to view that are in on what would go live among roses that those two years and one of the all on from the use or why are they won't move move move move if and whine new items of years of a bygone days while so so why the eighties is allied to the moon move is youth movement at times been zero was too use nolan ryan who's smoother this life of next move move guide mean we can live here on this time and hide in this lifetime this time one
Echoes of Home.mp3,c:\Python39\audiodetect\vocals\Vocals\Echoes of Home.mp3,112.34714673913044,B major,"['female', 'woman', 'vocal', 'female vocal', 'guitar']","[0.49646616, 0.395722, 0.3205839, 0.30208966, 0.28179]","{'neg': 0.025, 'neu': 0.881, 'pos': 0.094, 'compound': 0.8957}",['love'],for a thing or that thing and thin for an ring moved the enhance hinges on many of the plan man than anything then they need not only this man and then who are his mankind's the dun da dun this in land in it so many u. lei ian among them an towns lean meat is in the movies in nasdaq and conant an need no limits v. than the sends an eyes you know this and cinnamon news nasons says the a. n. things that hand man nice that they are at and i am unknown lula pay face what's so he in leningrad and needing not only is the end then me and mom hey and i am highness then laying a hand recently i'm saying is on the eyes and love paying
Echoes of the Cosmos.wav,c:\Python39\audiodetect\vocals\Vocals\Echoes of the Cosmos.wav,129.19921875,E major,"['guitar', 'male vocal', 'male', 'vocal', 'man']","[0.4300518, 0.31071293, 0.28542063, 0.27831993, 0.2642703]","{'neg': 0.153, 'neu': 0.742, 'pos': 0.105, 'compound': -0.7283}",['love'],a million miles away from alonzo old son he's in this loses it's the it's it's than being a man who loves to dance of this is seen by saying of a sunday it's there and then lose last loans go bad added these buses and known good view the smoothing man and a tongue in a and a time to land the jewel of high paying high lap and hideaway us and land hands and lead a bad alone the you ninjas india and no one has in the eyes of men in the senate side so wrong yet and asked sang and then and love and then you this giant says the polls so alone lot tiananmen land well aware that some may run through at a long
Elegance in the Snow.mp3,c:\Python39\audiodetect\vocals\Vocals\Elegance in the Snow.mp3,117.45383522727273,D# major,"['female', 'woman', 'vocal', 'female vocal', 'piano']","[0.45338866, 0.3450658, 0.2456215, 0.22664541, 0.18721536]","{'neg': 0.061, 'neu': 0.921, 'pos': 0.018, 'compound': -0.7338}",[],in an did indeed bob gloom linda and i hung up to say also clients and i knew the moon and the wind i did this saying well and admitting that day in linda in an than humiliating boa in the lobby of the eight and listen i listened aid aid advice but a day it that was it then wounded and you know this was just a oh it has didn't want them money and since then be era when i moved may end is as it out on in now and we're error are as to who are they are the moon and they cole who did not do that to i cuba beam with lad who come to some new am not manheim meanness in the villa and may i believed he'd be only and that was una mccann need this and it need them
Embers of Reflection.mp3,c:\Python39\audiodetect\vocals\Vocals\Embers of Reflection.mp3,161.4990234375,A major,"['guitar', 'male vocal', 'male', 'man', 'vocal']","[0.3042021, 0.30404642, 0.30159226, 0.2889449, 0.26658514]","{'neg': 0.033, 'neu': 0.82, 'pos': 0.147, 'compound': 0.9477}",['love'],the fire crackled slow casting shadows on the wall has the memory than her bum and the snowflakes fall i'm eyes sit here on noreen the emir of his hand in the jones and saw whoop and you're since borrow that for every wound one hand while play us alone why sold to thy up madison bank of love was a whale and law and what lap then again nuptial island and try and while all swollen to get where in fact this trail thy live in this land mine the fires and now i find you and why and what the holiday home now is that hannah and ran it a where love men men marines are all ladies moulin needs
Embers of Remembrance.mp3,c:\Python39\audiodetect\vocals\Vocals\Embers of Remembrance.mp3,117.45383522727273,C# major,"['guitar', 'male vocal', 'male', 'man', 'vocal']","[0.31881306, 0.31342265, 0.30489093, 0.27351776, 0.27255392]","{'neg': 0.095, 'neu': 0.851, 'pos': 0.055, 'compound': -0.2484}",[],ooh mm bilbo fly to have ruled gases shadow moves musil the vaz duh who use the word him this go for a hits all although the virus this year on year and it mouthing year that as of the jaw it earns move what the moreover are firm of this fireplace is low and hides only an learned has arrived whoa whoa whoa and you pay and you'll laugh and his trial asses and hand you know that to assume then learn new hires darius five mile i'm miss s. will also in this line and it's and no on the land use a day and you know and we're bowed and during most lonely
Embrace of Winter.wav,c:\Python39\audiodetect\vocals\Vocals\Embrace of Winter.wav,161.4990234375,C major,"['guitar', 'vocal', 'male vocal', 'male', 'man']","[0.3236145, 0.28300637, 0.25679427, 0.23816355, 0.20933682]","{'neg': 0.096, 'neu': 0.792, 'pos': 0.112, 'compound': 0.3182}",['love'],it will in that bus you'll falls on you know that as the walls in one way that in the ballroom an was last in a home visit magical holiday them using zero zero on the line which is to humanity new and mine on the stones to remove where on his way that music is made it a mafia in somewhat boy it's time for the new space and ready oh oh it was a time where the wheat it hmm man with a new spin on los robles i'm only human being my unloved hello again that was slow on out heads of goods the eyes and less eyes and i'd abuse they us hey are unhappy love the show and love a good and i am dead it will
